Drift
RAM Structural System
17.03.00.285
DataBase: 21
Building Code: IBC
Steel Code: IBC
06/17/22 17:44:05
CRITERIA:
Rigid End Zones:       Ignore Effects
Member Force Output:   At Face of Joint
P-Delta:,Yes,Scale Factor (DL):,1.20,Scale Factor (LL):,1.60
,,Scale Factor (Roof):,0.50,Scale Factor (Snow):,1.00
Ground Level:,Base
LOAD CASE DEFINITIONS:
D    ,DeadLoad       ,RAMUSER            
Lp   ,PosLiveLoad    ,RAMUSER            
Ln   ,NegLiveLoad    ,RAMUSER            
Rfp  ,PosRoofLiveLoad,RAMUSER            
Rfn  ,NegRoofLiveLoad,RAMUSER            
E1   ,EQ             ,EQ_ASCE716_X_+E_F  
E2   ,EQ             ,EQ_ASCE716_X_-E_F  
E3   ,EQ             ,EQ_ASCE716_Y_+E_F  
E4   ,EQ             ,EQ_ASCE716_Y_-E_F  
W1   ,WIND           ,Wind_ASCE716_1_X   
W2   ,WIND           ,Wind_ASCE716_1_Y   
W3   ,WIND           ,Wind_ASCE716_2_X+E 
W4   ,WIND           ,Wind_ASCE716_2_X-E 
W5   ,WIND           ,Wind_ASCE716_2_Y+E 
W6   ,WIND           ,Wind_ASCE716_2_Y-E 
W7   ,WIND           ,Wind_ASCE716_3_X+Y 
W8   ,WIND           ,Wind_ASCE716_3_X-Y 
W9   ,WIND           ,Wind_ASCE716_4_X+Y_CW
W10  ,WIND           ,Wind_ASCE716_4_X+Y_CCW
W11  ,WIND           ,Wind_ASCE716_4_X-Y_CW
W12  ,WIND           ,Wind_ASCE716_4_X-Y_CCW
E5   ,EQ_DRIFT       ,EQ_ASCE716_X_+E_Drft
E6   ,EQ_DRIFT       ,EQ_ASCE716_X_-E_Drft
E7   ,EQ_DRIFT       ,EQ_ASCE716_Y_+E_Drft
E8   ,EQ_DRIFT       ,EQ_ASCE716_Y_-E_Drft
W13  ,WIND_DRIFT     ,Wind_ASCE716_1_X   
W14  ,WIND_DRIFT     ,Wind_ASCE716_1_Y   
W15  ,WIND_DRIFT     ,Wind_ASCE716_2_X+E 
W16  ,WIND_DRIFT     ,Wind_ASCE716_2_X-E 
W17  ,WIND_DRIFT     ,Wind_ASCE716_2_Y+E 
W18  ,WIND_DRIFT     ,Wind_ASCE716_2_Y-E 
W19  ,WIND_DRIFT     ,Wind_ASCE716_3_X+Y 
W20  ,WIND_DRIFT     ,Wind_ASCE716_3_X-Y 
W21  ,WIND_DRIFT     ,Wind_ASCE716_4_X+Y_CW
W22  ,WIND_DRIFT     ,Wind_ASCE716_4_X+Y_CCW
W23  ,WIND_DRIFT     ,Wind_ASCE716_4_X-Y_CW
W24  ,WIND_DRIFT     ,Wind_ASCE716_4_X-Y_CCW
ND1  ,NOTIONAL       ,NL_AISC360_DL_X    
ND2  ,NOTIONAL       ,NL_AISC360_DL_Y    
NL1  ,NOTIONAL       ,NL_AISC360_LL_X    
NL2  ,NOTIONAL       ,NL_AISC360_LL_Y    
NR1  ,NOTIONAL       ,NL_AISC360_Rf_X    
NR2  ,NOTIONAL       ,NL_AISC360_Rf_Y    
RESULTS:
 Location  (ft): (180.000, -85.500)
 Story, LdC, Displacement, Story Drift, Drift Ratio
,, X, Y, X, Y, X, Y
,NL2,  0.0025,  0.0104,  0.0025,  0.0104,  0.0000,  0.0001
,NR1,  0.0006,  0.0004,  0.0006,  0.0004,  0.0000,  0.0000
,NR2,  0.0001,  0.0005,  0.0001,  0.0005,  0.0000,  0.0000
, V1,  0.2341,  0.5206,  0.2341,  0.5206,  0.0012,  0.0027
, V2,  0.2211,  0.2555,  0.2211,  0.2555,  0.0012,  0.0013
 Location  (ft): (0.000, -77.000)
 Story, LdC, Displacement, Story Drift, Drift Ratio
,, X, Y, X, Y, X, Y
,,       in,       in,       in,       in
Head House Roof,  D,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, Lp,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, Ln,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,Rfp,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,Rfn,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E3,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E4,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W3,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W4,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W5,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W6,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W7,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W8,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W9,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W10,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W11,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W12,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E5,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E6,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E7,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E8,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W13,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W14,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W15,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W16,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W17,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W18,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W19,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W20,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W21,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W22,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W23,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W24,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,ND1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,ND2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,NL1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,NL2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,NR1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,NR2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, V1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, V2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
Roof           ,  D,  0.0534, -0.4249,  0.0196, -0.1729,  0.0001,  0.0009
, Lp,  0.0483, -0.3912,  0.0188, -0.1581,  0.0001,  0.0008
, Ln,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,Rfp,  0.0014, -0.0120,  0.0007, -0.0057,  0.0000,  0.0000
,Rfn,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E1,  2.8173, -0.7115,  0.4659, -0.1015,  0.0024,  0.0005
, E2,  4.8705, -3.5103,  0.7930, -0.5204,  0.0040,  0.0026
, E3,  2.0709, -1.2827,  0.3322, -0.1046,  0.0017,  0.0005
, E4, -0.2555,  1.8885, -0.0377,  0.3689,  0.0002,  0.0019
, W1,  1.4077, -0.8448,  0.3032, -0.1688,  0.0015,  0.0009
, W2,  0.6975,  0.1965,  0.1467,  0.0824,  0.0007,  0.0004
, W3,  0.7881, -0.2679,  0.1764, -0.0596,  0.0009,  0.0003
, W4,  1.3236, -0.9993,  0.2784, -0.1936,  0.0014,  0.0010
, W5,  1.6291, -1.3647,  0.3257, -0.2224,  0.0016,  0.0011
, W6, -0.5829,  1.6594, -0.1056,  0.3459,  0.0005,  0.0017
, W7,  1.5789, -0.4863,  0.3374, -0.0648,  0.0017,  0.0003
, W8,  0.5327, -0.7810,  0.1174, -0.1884,  0.0006,  0.0010
, W9,  0.1539,  1.0437,  0.0530,  0.2148,  0.0003,  0.0011
,W10,  2.2145, -1.7731,  0.4530, -0.3120,  0.0023,  0.0016
,W11, -0.6308,  0.8227, -0.1120,  0.1221,  0.0006,  0.0006
,W12,  1.4298, -1.9941,  0.2880, -0.4046,  0.0015,  0.0020
, E5,  1.7800, -0.4416,  0.3096, -0.0641,  0.0016,  0.0003
, E6,  3.0808, -2.2127,  0.5270, -0.3440,  0.0027,  0.0017
, E7,  1.5635, -0.9633,  0.2574, -0.0831,  0.0013,  0.0004
, E8, -0.1956,  1.4329, -0.0298,  0.2857,  0.0002,  0.0014
,W13,  0.6373, -0.3849,  0.1388, -0.0780,  0.0007,  0.0004
,W14,  0.3235,  0.0894,  0.0685,  0.0376,  0.0003,  0.0002
,W15,  0.3619, -0.1300,  0.0815, -0.0287,  0.0004,  0.0001
,W16,  0.5941, -0.4473,  0.1267, -0.0883,  0.0006,  0.0004
,W17,  0.7654, -0.6476,  0.1539, -0.1069,  0.0008,  0.0005
,W18, -0.2801,  0.7817, -0.0511,  0.1633,  0.0003,  0.0008
,W19,  0.7206, -0.2216,  0.1554, -0.0303,  0.0008,  0.0002
,W20,  0.2354, -0.3557,  0.0527, -0.0867,  0.0003,  0.0004
,W21,  0.0613,  0.4888,  0.0228,  0.1010,  0.0001,  0.0005
,W22,  1.0196, -0.8212,  0.2104, -0.1464,  0.0011,  0.0007
,W23, -0.3026,  0.3882, -0.0543,  0.0586,  0.0003,  0.0003
,W24,  0.6557, -0.9218,  0.1333, -0.1887,  0.0007,  0.0010
,ND1,  0.1430, -0.0793,  0.0183, -0.0096,  0.0001,  0.0000
,ND2,  0.0347,  0.0088,  0.0046,  0.0043,  0.0000,  0.0000
,NL1,  0.0514, -0.0206,  0.0055, -0.0016,  0.0000,  0.0000
,NL2,  0.0132,  0.0061,  0.0018,  0.0017,  0.0000,  0.0000
,NR1,  0.0063, -0.0044,  0.0019, -0.0013,  0.0000,  0.0000
,NR2,  0.0011,  0.0005,  0.0003,  0.0002,  0.0000,  0.0000
, V1,  0.7319, -0.8960,  0.0172, -0.0035,  0.0001,  0.0000
, V2,  1.1663, -1.1070,  0.0420, -0.0349,  0.0002,  0.0002
Level 5        ,  D,  0.0338, -0.2520,  0.0124, -0.1181,  0.0001,  0.0007
, Lp,  0.0295, -0.2332,  0.0103, -0.1088,  0.0001,  0.0006
, Ln,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,Rfp,  0.0007, -0.0062,  0.0004, -0.0033,  0.0000,  0.0000
,Rfn,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E1,  2.3514, -0.6101,  0.5257, -0.1546,  0.0031,  0.0009
, E2,  4.0775, -2.9899,  0.9105, -0.6540,  0.0054,  0.0039
, E3,  1.7388, -1.1781,  0.3916, -0.1727,  0.0023,  0.0010
, E4, -0.2178,  1.5197, -0.0445,  0.3933,  0.0003,  0.0023
, W1,  1.1046, -0.6760,  0.2657, -0.1686,  0.0016,  0.0010
, W2,  0.5508,  0.1141,  0.1349,  0.0722,  0.0008,  0.0004
, W3,  0.6117, -0.2083,  0.1492, -0.0617,  0.0009,  0.0004
, W4,  1.0452, -0.8057,  0.2494, -0.1912,  0.0015,  0.0011
, W5,  1.3034, -1.1424,  0.3086, -0.2141,  0.0018,  0.0013
, W6, -0.4772,  1.3135, -0.1063,  0.3223,  0.0006,  0.0019
, W7,  1.2415, -0.4214,  0.3005, -0.0723,  0.0018,  0.0004
, W8,  0.4153, -0.5926,  0.0981, -0.1806,  0.0006,  0.0011
, W9,  0.1009,  0.8289,  0.0322,  0.1955,  0.0002,  0.0012
,W10,  1.7615, -1.4611,  0.4185, -0.3040,  0.0025,  0.0018
,W11, -0.5188,  0.7006, -0.1196,  0.1143,  0.0007,  0.0007
,W12,  1.1418, -1.5895,  0.2668, -0.3852,  0.0016,  0.0023
, E5,  1.4704, -0.3775,  0.3404, -0.0977,  0.0020,  0.0006
, E6,  2.5538, -1.8686,  0.5899, -0.4224,  0.0035,  0.0025
, E7,  1.3061, -0.8802,  0.2995, -0.1325,  0.0018,  0.0008
, E8, -0.1658,  1.1471, -0.0346,  0.3018,  0.0002,  0.0018
,W13,  0.4986, -0.3069,  0.1207, -0.0770,  0.0007,  0.0005
,W14,  0.2550,  0.0518,  0.0627,  0.0331,  0.0004,  0.0002
,W15,  0.2804, -0.1013,  0.0688, -0.0296,  0.0004,  0.0002
,W16,  0.4674, -0.3591,  0.1123, -0.0859,  0.0007,  0.0005
,W17,  0.6115, -0.5406,  0.1452, -0.1022,  0.0009,  0.0006
,W18, -0.2290,  0.6184, -0.0512,  0.1518,  0.0003,  0.0009
,W19,  0.5652, -0.1913,  0.1376, -0.0330,  0.0008,  0.0002
,W20,  0.1827, -0.2691,  0.0436, -0.0826,  0.0003,  0.0005
,W21,  0.0385,  0.3878,  0.0132,  0.0917,  0.0001,  0.0005
,W22,  0.8092, -0.6748,  0.1932, -0.1411,  0.0011,  0.0008
,W23, -0.2483,  0.3295, -0.0573,  0.0544,  0.0003,  0.0003
,W24,  0.5223, -0.7331,  0.1227, -0.1783,  0.0007,  0.0011
,ND1,  0.1247, -0.0697,  0.0230, -0.0134,  0.0001,  0.0001
,ND2,  0.0302,  0.0045,  0.0058,  0.0036,  0.0000,  0.0000
,NL1,  0.0459, -0.0190,  0.0079, -0.0034,  0.0000,  0.0000
,NL2,  0.0114,  0.0043,  0.0023,  0.0017,  0.0000,  0.0000
,NR1,  0.0043, -0.0032,  0.0013, -0.0010,  0.0000,  0.0000
,NR2,  0.0008,  0.0003,  0.0002,  0.0002,  0.0000,  0.0000
, V1,  0.7147, -0.8925,  0.0249, -0.0097,  0.0001,  0.0001
, V2,  1.1243, -1.0720,  0.1055, -0.0939,  0.0006,  0.0006
Level 4        ,  D,  0.0214, -0.1339,  0.0052, -0.0799,  0.0000,  0.0005
, Lp,  0.0192, -0.1244,  0.0040, -0.0743,  0.0000,  0.0004
, Ln,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,Rfp,  0.0003, -0.0029,  0.0002, -0.0019,  0.0000,  0.0000
,Rfn,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E1,  1.8257, -0.4554,  0.6785, -0.2461,  0.0040,  0.0015
, E2,  3.1670, -2.3359,  1.1869, -0.9078,  0.0071,  0.0054
, E3,  1.3472, -1.0053,  0.5082, -0.3158,  0.0030,  0.0019
, E4, -0.1734,  1.1264, -0.0680,  0.4342,  0.0004,  0.0026
, W1,  0.8389, -0.5074,  0.3120, -0.2084,  0.0019,  0.0012
, W2,  0.4159,  0.0419,  0.1551,  0.0389,  0.0009,  0.0002
, W3,  0.4625, -0.1466,  0.1716, -0.0755,  0.0010,  0.0004
, W4,  0.7958, -0.6145,  0.2965, -0.2371,  0.0018,  0.0014
, W5,  0.9948, -0.9283,  0.3709, -0.2999,  0.0022,  0.0018
, W6, -0.3709,  0.9912, -0.1383,  0.3583,  0.0008,  0.0021
, W7,  0.9411, -0.3491,  0.3503, -0.1271,  0.0021,  0.0008
, W8,  0.3172, -0.4120,  0.1177, -0.1855,  0.0007,  0.0011
, W9,  0.0687,  0.6334,  0.0250,  0.2121,  0.0001,  0.0013
,W10,  1.3429, -1.1571,  0.5005, -0.4028,  0.0030,  0.0024
,W11, -0.3992,  0.5863, -0.1495,  0.1683,  0.0009,  0.0010
,W12,  0.8750, -1.2043,  0.3261, -0.4466,  0.0019,  0.0027
, E5,  1.1301, -0.2798,  0.4278, -0.1526,  0.0025,  0.0009
, E6,  1.9639, -1.4463,  0.7492, -0.5714,  0.0045,  0.0034
, E7,  1.0065, -0.7478,  0.3833, -0.2374,  0.0023,  0.0014
, E8, -0.1312,  0.8453, -0.0520,  0.3295,  0.0003,  0.0020
,W13,  0.3778, -0.2299,  0.1409, -0.0946,  0.0008,  0.0006
,W14,  0.1923,  0.0187,  0.0718,  0.0177,  0.0004,  0.0001
,W15,  0.2116, -0.0717,  0.0788, -0.0362,  0.0005,  0.0002
,W16,  0.3551, -0.2731,  0.1326, -0.1057,  0.0008,  0.0006
,W17,  0.4663, -0.4385,  0.1741, -0.1421,  0.0010,  0.0008
,W18, -0.1778,  0.4666, -0.0664,  0.1687,  0.0004,  0.0010
,W19,  0.4276, -0.1584,  0.1596, -0.0576,  0.0009,  0.0003
,W20,  0.1391, -0.1864,  0.0519, -0.0842,  0.0003,  0.0005
,W21,  0.0254,  0.2962,  0.0094,  0.0994,  0.0001,  0.0006
,W22,  0.6160, -0.5337,  0.2300, -0.1858,  0.0014,  0.0011
,W23, -0.1910,  0.2751, -0.0714,  0.0795,  0.0004,  0.0005
,W24,  0.3997, -0.5548,  0.1492, -0.2058,  0.0009,  0.0012
,ND1,  0.1017, -0.0564,  0.0338, -0.0215,  0.0002,  0.0001
,ND2,  0.0244,  0.0010,  0.0082,  0.0017,  0.0000,  0.0000
,NL1,  0.0380, -0.0156,  0.0124, -0.0064,  0.0001,  0.0000
,NL2,  0.0091,  0.0026,  0.0031,  0.0012,  0.0000,  0.0000
,NR1,  0.0030, -0.0022,  0.0013, -0.0010,  0.0000,  0.0000
,NR2,  0.0005,  0.0001,  0.0002,  0.0001,  0.0000,  0.0000
, V1,  0.6898, -0.8828,  0.1042, -0.0951,  0.0006,  0.0006
, V2,  1.0188, -0.9782,  0.3803, -0.3614,  0.0023,  0.0022
Level 3        ,  D,  0.0161, -0.0540,  0.0058, -0.0482,  0.0000,  0.0003
, Lp,  0.0152, -0.0501,  0.0052, -0.0452,  0.0000,  0.0003
, Ln,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,Rfp,  0.0001, -0.0010,  0.0001, -0.0010,  0.0000,  0.0000
,Rfn,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E1,  1.1472, -0.2094,  0.7493, -0.3044,  0.0045,  0.0018
, E2,  1.9801, -1.4281,  1.3274, -1.0598,  0.0079,  0.0063
, E3,  0.8390, -0.6896,  0.5743, -0.4497,  0.0034,  0.0027
, E4, -0.1053,  0.6922, -0.0810,  0.4067,  0.0005,  0.0024
, W1,  0.5268, -0.2990,  0.3464, -0.2412,  0.0021,  0.0014
, W2,  0.2609,  0.0030,  0.1737, -0.0159,  0.0010,  0.0001
, W3,  0.2909, -0.0711,  0.1880, -0.0872,  0.0011,  0.0005
, W4,  0.4993, -0.3774,  0.3316, -0.2745,  0.0020,  0.0016
, W5,  0.6239, -0.6284,  0.4238, -0.3948,  0.0025,  0.0023
, W6, -0.2326,  0.6329, -0.1632,  0.3709,  0.0010,  0.0022
, W7,  0.5908, -0.2220,  0.3901, -0.1928,  0.0023,  0.0011
, W8,  0.1995, -0.2265,  0.1295, -0.1689,  0.0008,  0.0010
, W9,  0.0437,  0.4214,  0.0186,  0.2128,  0.0001,  0.0013
,W10,  0.8424, -0.7543,  0.5665, -0.5020,  0.0034,  0.0030
,W11, -0.2498,  0.4180, -0.1768,  0.2307,  0.0011,  0.0014
,W12,  0.5490, -0.7577,  0.3711, -0.4841,  0.0022,  0.0029
, E5,  0.7023, -0.1272,  0.4614, -0.1854,  0.0027,  0.0011
, E6,  1.2147, -0.8749,  0.8185, -0.6519,  0.0049,  0.0039
, E7,  0.6232, -0.5103,  0.4277, -0.3338,  0.0025,  0.0020
, E8, -0.0792,  0.5158, -0.0610,  0.3046,  0.0004,  0.0018
,W13,  0.2369, -0.1353,  0.1559, -0.1089,  0.0009,  0.0006
,W14,  0.1205,  0.0010,  0.0803, -0.0076,  0.0005,  0.0000
,W15,  0.1328, -0.0355,  0.0861, -0.0414,  0.0005,  0.0002
,W16,  0.2225, -0.1675,  0.1478, -0.1219,  0.0009,  0.0007
,W17,  0.2922, -0.2964,  0.1986, -0.1861,  0.0012,  0.0011
,W18, -0.1114,  0.2979, -0.0781,  0.1748,  0.0005,  0.0010
,W19,  0.2680, -0.1007,  0.1771, -0.0874,  0.0011,  0.0005
,W20,  0.0873, -0.1022,  0.0567, -0.0760,  0.0003,  0.0005
,W21,  0.0160,  0.1968,  0.0060,  0.1000,  0.0000,  0.0006
,W22,  0.3860, -0.3479,  0.2598, -0.2311,  0.0015,  0.0014
,W23, -0.1196,  0.1957, -0.0844,  0.1085,  0.0005,  0.0006
,W24,  0.2505, -0.3490,  0.1694, -0.2225,  0.0010,  0.0013
,ND1,  0.0679, -0.0349,  0.0431, -0.0288,  0.0003,  0.0002
,ND2,  0.0162, -0.0007,  0.0105, -0.0016,  0.0001,  0.0000
,NL1,  0.0256, -0.0092,  0.0161, -0.0090,  0.0001,  0.0001
,NL2,  0.0060,  0.0014,  0.0039,  0.0002,  0.0000,  0.0000
,NR1,  0.0017, -0.0012,  0.0012, -0.0009,  0.0000,  0.0000
,NR2,  0.0003,  0.0000,  0.0002,  0.0000,  0.0000,  0.0000
, V1,  0.5856, -0.7877,  0.3909, -0.4743,  0.0023,  0.0028
, V2,  0.6385, -0.6168,  0.4384, -0.4257,  0.0026,  0.0025
Level 2        ,  D,  0.0104, -0.0058,  0.0104, -0.0058,  0.0001,  0.0000
, Lp,  0.0100, -0.0049,  0.0100, -0.0049,  0.0001,  0.0000
, Ln,  0.0000, -0.0000,  0.0000, -0.0000,  0.0000,  0.0000
,Rfp,  0.0000, -0.0001,  0.0000, -0.0001,  0.0000,  0.0000
,Rfn,  0.0000, -0.0000,  0.0000, -0.0000,  0.0000,  0.0000
, E1,  0.3978,  0.0950,  0.3978,  0.0950,  0.0021,  0.0005
, E2,  0.6527, -0.3683,  0.6527, -0.3683,  0.0034,  0.0019
, E3,  0.2646, -0.2399,  0.2646, -0.2399,  0.0014,  0.0012
, E4, -0.0244,  0.2855, -0.0244,  0.2855,  0.0001,  0.0015
, W1,  0.1804, -0.0578,  0.1804, -0.0578,  0.0009,  0.0003
, W2,  0.0871,  0.0189,  0.0871,  0.0189,  0.0005,  0.0001
, W3,  0.1028,  0.0161,  0.1028,  0.0161,  0.0005,  0.0001
, W4,  0.1678, -0.1028,  0.1678, -0.1028,  0.0009,  0.0005
, W5,  0.2001, -0.2336,  0.2001, -0.2336,  0.0010,  0.0012
, W6, -0.0694,  0.2620, -0.0694,  0.2620,  0.0004,  0.0014
, W7,  0.2007, -0.0292,  0.2007, -0.0292,  0.0010,  0.0002
, W8,  0.0700, -0.0576,  0.0700, -0.0576,  0.0004,  0.0003
, W9,  0.0251,  0.2086,  0.0251,  0.2086,  0.0001,  0.0011
,W10,  0.2759, -0.2524,  0.2759, -0.2524,  0.0014,  0.0013
,W11, -0.0729,  0.1873, -0.0729,  0.1873,  0.0004,  0.0010
,W12,  0.1779, -0.2737,  0.1779, -0.2737,  0.0009,  0.0014
, E5,  0.2409,  0.0581,  0.2409,  0.0581,  0.0013,  0.0003
, E6,  0.3962, -0.2230,  0.3962, -0.2230,  0.0021,  0.0012
, E7,  0.1955, -0.1765,  0.1955, -0.1765,  0.0010,  0.0009
, E8, -0.0182,  0.2112, -0.0182,  0.2112,  0.0001,  0.0011
,W13,  0.0810, -0.0264,  0.0810, -0.0264,  0.0004,  0.0001
,W14,  0.0402,  0.0086,  0.0402,  0.0086,  0.0002,  0.0000
,W15,  0.0467,  0.0059,  0.0467,  0.0059,  0.0002,  0.0000
,W16,  0.0748, -0.0455,  0.0748, -0.0455,  0.0004,  0.0002
,W17,  0.0936, -0.1102,  0.0936, -0.1102,  0.0005,  0.0006
,W18, -0.0333,  0.1231, -0.0333,  0.1231,  0.0002,  0.0006
,W19,  0.0909, -0.0134,  0.0909, -0.0134,  0.0005,  0.0001
,W20,  0.0306, -0.0262,  0.0306, -0.0262,  0.0002,  0.0001
,W21,  0.0101,  0.0968,  0.0101,  0.0968,  0.0001,  0.0005
,W22,  0.1263, -0.1168,  0.1263, -0.1168,  0.0007,  0.0006
,W23, -0.0352,  0.0871, -0.0352,  0.0871,  0.0002,  0.0005
,W24,  0.0810, -0.1264,  0.0810, -0.1264,  0.0004,  0.0007
,ND1,  0.0248, -0.0061,  0.0248, -0.0061,  0.0001,  0.0000
,ND2,  0.0057,  0.0009,  0.0057,  0.0009,  0.0000,  0.0000
,NL1,  0.0095, -0.0002,  0.0095, -0.0002,  0.0000,  0.0000
,NL2,  0.0021,  0.0012,  0.0021,  0.0012,  0.0000,  0.0000
,NR1,  0.0005, -0.0003,  0.0005, -0.0003,  0.0000,  0.0000
,NR2,  0.0001,  0.0000,  0.0001,  0.0000,  0.0000,  0.0000
, V1,  0.1947, -0.3134,  0.1947, -0.3134,  0.0010,  0.0016
, V2,  0.2001, -0.1910,  0.2001, -0.1910,  0.0010,  0.0010
 Location  (ft): (0.000, 0.000)
 Story, LdC, Displacement, Story Drift, Drift Ratio
,, X, Y, X, Y, X, Y
,,       in,       in,       in,       in
Head House Roof,  D,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, Lp,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, Ln,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,Rfp,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,Rfn,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E3,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E4,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W1,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W2,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W3,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W4,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W5,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W6,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W7,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W8,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, W9,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W10,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W11,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W12,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E5,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E6,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E7,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
, E8,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W13,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
,W14,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
